0	5716.0
1	5490.0
2	5568.0
3	5738.0
4	5804.0
5	5624.0
6	5678.0
7	5842.0
8	6012.0
9	5790.0
10	6000.0
11	5728.0
12	6080.0
13	5966.0
14	6170.0
15	6278.0
16	6154.0
17	6356.0
18	6174.0
19	6332.0
20	6510.0
21	6300.0
22	6206.0
23	6508.0
24	6486.0
25	6504.0
26	6544.0
27	6666.0
28	6586.0
29	6614.0
30	6530.0
31	6682.0
32	6582.0
33	6704.0
34	6866.0
35	6838.0
36	6806.0
37	6682.0
38	6486.0
39	6626.0
40	6704.0
41	6850.0
42	6702.0
43	6976.0
44	6832.0
45	6736.0
46	6872.0
47	6790.0
48	6452.0
49	6638.0
50	6646.0
51	6642.0
52	6850.0
53	6674.0
54	6678.0
55	6684.0
56	6612.0
57	6802.0
58	6702.0
59	6750.0
60	6878.0
61	6776.0
62	6852.0
63	7024.0
64	7090.0
65	7034.0
66	6908.0
67	7032.0
68	7078.0
69	6920.0
70	6992.0
71	6794.0
72	7014.0
73	6710.0
74	6850.0
75	6638.0
76	6586.0
77	6644.0
78	6890.0
79	6874.0
80	6798.0
81	6694.0
82	6908.0
83	6910.0
84	5958.0
85	5982.0
86	5906.0
87	5780.0
88	5890.0
89	5862.0
90	6046.0
91	6098.0
92	6092.0
93	6122.0
94	5998.0
95	6110.0
96	5884.0
97	5998.0
98	5966.0
99	5852.0
100	6040.0
101	6092.0
102	6154.0
103	6140.0
104	6276.0
105	6098.0
106	5908.0
107	5798.0
108	6020.0
109	6188.0
110	6182.0
111	6030.0
112	6288.0
113	6198.0
114	6330.0
115	6418.0
116	6526.0
117	6634.0
118	6614.0
119	6584.0
120	6682.0
121	6470.0
122	6618.0
123	6420.0
124	6802.0
125	6808.0
126	6746.0
127	6838.0
128	6786.0
129	6730.0
130	6766.0
131	6628.0
132	6984.0
133	6644.0
134	6582.0
135	7112.0
136	6602.0
137	6788.0
138	6840.0
139	6988.0
140	7108.0
141	6864.0
142	6734.0
143	6982.0
144	6892.0
145	7258.0
146	6954.0
147	6990.0
148	6938.0
149	7070.0
150	6932.0
151	7170.0
152	6854.0
153	6966.0
154	6932.0
155	6802.0
156	6848.0
157	6952.0
158	6798.0
159	6866.0
160	6930.0
161	6938.0
162	6912.0
163	7094.0
164	6926.0
165	6868.0
166	6810.0
167	6974.0
168	6886.0
169	7280.0
170	6870.0
171	6694.0
172	7130.0
173	6850.0
174	6764.0
175	6872.0
176	6908.0
177	6972.0
178	6820.0
179	6786.0
180	6822.0
181	6982.0
182	6850.0
183	6832.0
184	6742.0
185	6934.0
186	6718.0
187	6850.0
188	7104.0
189	7064.0
190	7004.0
191	7232.0
192	6252.0
193	6152.0
194	6202.0
195	5936.0
196	6188.0
197	5970.0
198	6086.0
199	6080.0
200	5970.0
201	6266.0
202	5954.0
203	6032.0
204	5890.0
205	6096.0
206	5978.0
207	6084.0
208	5990.0
209	6028.0
210	6004.0
211	5922.0
212	6086.0
213	6134.0
214	6356.0
215	6188.0
216	6060.0
217	6260.0
218	6304.0
219	6326.0
220	6332.0
221	6284.0
222	6228.0
223	6434.0
224	6268.0
225	6528.0
226	6488.0
227	6508.0
228	6612.0
229	6422.0
230	6158.0
231	6658.0
232	6452.0
233	6452.0
234	6560.0
235	6646.0
236	6756.0
237	6536.0
238	6604.0
239	6772.0
240	6624.0
241	6482.0
242	6914.0
243	6732.0
244	6790.0
245	6732.0
246	6672.0
247	6788.0
248	6820.0
249	6946.0
250	7086.0
251	6784.0
252	6964.0
253	6916.0
254	7018.0
255	6842.0
256	6816.0
257	6854.0
258	6708.0
259	7298.0
260	6714.0
261	6806.0
262	6628.0
263	6844.0
264	6630.0
265	6636.0
266	6778.0
267	6594.0
268	6868.0
269	6908.0
270	6634.0
271	6892.0
272	7008.0
273	6818.0
274	7048.0
275	6988.0
276	6990.0
277	6768.0
278	6920.0
279	6984.0
280	6766.0
281	6706.0
282	6770.0
283	7016.0
284	6720.0
285	6910.0
286	6756.0
287	6730.0
288	6890.0
289	6636.0
290	6570.0
291	6672.0
292	6586.0
293	6944.0
294	6600.0
295	6782.0
296	7032.0
297	6976.0
298	6844.0
299	6816.0
300	6686.0
301	7012.0
302	7102.0
303	6950.0
304	7194.0
305	5898.0
306	7026.0
307	6854.0
308	6970.0
309	5790.0
310	5978.0
311	6010.0
312	5956.0
313	5822.0
314	5946.0
315	5828.0
316	5954.0
317	6200.0
318	6142.0
319	6134.0
320	6296.0
321	5962.0
322	5958.0
323	6070.0
324	5882.0
325	6216.0
326	6122.0
327	6106.0
328	6070.0
329	6102.0
330	6150.0
331	5986.0
332	6168.0
333	6234.0
334	6182.0
335	6004.0
336	6124.0
337	6102.0
338	6248.0
339	6286.0
340	6324.0
341	6194.0
342	6606.0
343	6446.0
344	6242.0
345	6268.0
346	6164.0
347	6322.0
348	6228.0
349	6464.0
350	6284.0
351	6452.0
352	6476.0
353	6532.0
354	6564.0
355	6464.0
356	6650.0
357	6742.0
358	6540.0
359	6906.0
360	6976.0
361	6746.0
362	6944.0
363	7180.0
364	6882.0
365	6972.0
366	6832.0
367	6958.0
368	6836.0
369	6996.0
370	6796.0
