0,32.0
1,38.0
2,38.0
3,38.0
4,38.0
5,38.0
6,38.0
7,38.0
8,38.0
9,38.0
10,24.0
11,38.0
12,38.0
13,38.0
14,38.0
15,28.0
16,38.0
17,38.0
18,72.0
19,0.0
20,38.0
21,38.0
22,12.0
23,20.0
24,12.0
25,8.0
26,38.0
27,38.0
28,12.0
29,38.0
30,0.0
31,38.0
32,38.0
33,38.0
34,38.0
35,38.0
36,38.0
37,24.0
38,48.0
39,38.0
40,8.0
41,20.0
42,38.0
43,38.0
44,16.0
45,24.0
46,16.0
47,38.0
48,38.0
49,4.0
50,38.0
51,38.0
52,38.0
53,38.0
54,38.0
55,38.0
56,38.0
57,38.0
58,16.0
59,12.0
60,38.0
61,38.0
62,0.0
63,20.0
64,38.0
65,4.0
66,38.0
67,20.0
68,38.0
69,0.0
70,28.0
71,38.0
72,16.0
73,38.0
74,38.0
75,12.0
76,38.0
77,44.0
78,4.0
79,16.0
80,38.0
81,38.0
82,38.0
83,38.0
84,38.0
85,0.0
86,38.0
87,38.0
88,38.0
89,38.0
90,38.0
91,38.0
92,38.0
93,38.0
94,38.0
95,38.0
96,36.0
97,38.0
98,0.0
99,24.0
100,38.0
101,38.0
102,38.0
103,0.0
104,16.0
105,8.0
106,38.0
107,38.0
108,38.0
109,20.0
110,0.0
111,8.0
112,38.0
113,38.0
114,20.0
115,38.0
116,38.0
117,8.0
118,38.0
119,16.0
120,38.0
121,28.0
122,8.0
123,38.0
124,38.0
125,12.0
126,20.0
127,8.0
128,38.0
129,8.0
130,28.0
131,38.0
132,44.0
133,38.0
134,38.0
135,38.0
136,38.0
137,38.0
138,38.0
139,12.0
140,12.0
141,32.0
142,28.0
143,0.0
144,32.0
145,4.0
146,38.0
147,24.0
148,38.0
149,38.0
150,38.0
151,38.0
152,44.0
153,38.0
154,4.0
155,56.0
156,38.0
157,38.0
158,38.0
159,38.0
160,38.0
161,38.0
162,4.0
163,38.0
164,8.0
165,38.0
166,38.0
167,38.0
168,8.0
169,38.0
170,38.0
171,38.0
172,38.0
173,16.0
174,4.0
175,4.0
176,0.0
177,12.0
178,38.0
179,38.0
180,16.0
181,4.0
182,38.0
183,0.0
184,38.0
185,38.0
186,38.0
187,16.0
188,60.0
189,38.0
190,28.0
191,38.0
192,0.0
193,28.0
194,12.0
195,8.0
196,38.0
197,28.0
198,4.0
199,0.0
200,4.0
201,38.0
202,38.0
203,38.0
204,38.0
205,38.0
206,38.0
207,38.0
208,38.0
209,16.0
210,38.0
211,24.0
212,38.0
213,38.0
214,38.0
215,32.0
216,28.0
217,32.0
218,38.0
219,38.0
220,38.0
221,38.0
222,38.0
223,0.0
224,38.0
225,4.0
226,38.0
227,32.0
228,38.0
229,24.0
230,38.0
231,32.0
232,4.0
233,38.0
234,38.0
235,4.0
236,38.0
237,38.0
238,12.0
239,38.0
240,38.0
241,38.0
242,38.0
243,38.0
244,38.0
245,38.0
246,38.0
247,38.0
248,38.0
249,16.0
250,38.0
251,38.0
252,38.0
253,38.0
254,12.0
255,4.0
256,4.0
257,28.0
258,38.0
259,12.0
260,38.0
261,38.0
262,4.0
263,20.0
264,38.0
265,56.0
266,38.0
267,38.0
268,38.0
269,38.0
270,38.0
271,38.0
272,38.0
273,38.0
274,20.0
275,12.0
276,16.0
277,38.0
278,4.0
279,16.0
280,38.0
281,38.0
282,12.0
283,28.0
284,38.0
285,38.0
286,44.0
287,12.0
288,38.0
289,38.0
290,24.0
291,12.0
292,36.0
293,38.0
294,38.0
295,0.0
296,38.0
297,38.0
298,16.0
299,4.0
300,38.0
301,0.0
302,38.0
303,38.0
304,38.0
305,38.0
306,16.0
307,38.0
308,38.0
309,38.0
310,20.0
311,38.0
312,12.0
313,38.0
314,12.0
315,38.0
316,8.0
317,8.0
318,38.0
319,12.0
320,4.0
321,16.0
322,38.0
323,38.0
324,38.0
325,38.0
326,38.0
327,38.0
328,0.0
329,38.0
330,38.0
331,52.0
332,38.0
333,38.0
334,38.0
335,38.0
336,0.0
337,38.0
338,38.0
339,38.0
340,16.0
341,8.0
342,38.0
343,38.0
344,38.0
345,38.0
346,38.0
347,38.0
348,38.0
349,38.0
350,38.0
351,38.0
352,38.0
353,4.0
354,0.0
355,38.0
356,0.0
357,24.0
358,38.0
359,38.0
360,38.0
361,38.0
362,36.0
363,38.0
364,38.0
365,8.0
366,38.0
367,38.0
368,0.0
369,38.0
370,38.0
371,16.0
372,38.0
373,8.0
374,38.0
375,38.0
376,38.0
377,38.0
378,38.0
379,38.0
380,38.0
381,0.0
382,38.0
383,38.0
384,38.0
385,8.0
386,4.0
387,38.0
388,40.0
389,0.0
390,38.0
391,16.0
392,4.0
393,38.0
394,38.0
395,8.0
396,8.0
397,8.0
398,0.0
399,38.0
400,38.0
401,38.0
402,38.0
403,4.0
404,38.0
405,24.0
406,38.0
407,38.0
408,8.0
409,12.0
410,38.0
411,0.0
412,12.0
413,12.0
414,38.0
415,38.0
416,38.0
417,38.0
418,40.0
419,38.0
420,12.0
421,38.0
422,38.0
423,38.0
424,0.0
425,4.0
426,8.0
427,12.0
428,28.0
429,16.0
430,38.0
431,38.0
432,28.0
433,38.0
434,38.0
435,38.0
436,38.0
437,38.0
438,12.0
439,38.0
440,38.0
441,38.0
442,38.0
443,12.0
444,38.0
445,0.0
446,24.0
447,60.0
448,96.0
449,128.0
450,144.0
451,124.0
452,68.0
453,38.0
454,38.0
455,38.0
456,16.0
457,38.0
458,38.0
459,38.0
460,8.0
461,38.0
462,38.0
463,38.0
464,38.0
465,38.0
466,38.0
467,4.0
468,38.0
469,38.0
470,38.0
471,38.0
472,38.0
473,52.0
474,0.0
475,38.0
476,38.0
477,38.0
478,8.0
479,38.0
480,38.0
481,38.0
482,4.0
483,38.0
484,38.0
485,38.0
486,38.0
487,38.0
488,38.0
489,38.0
490,28.0
491,8.0
492,8.0
493,0.0
494,38.0
495,38.0
496,38.0
497,8.0
498,38.0
499,38.0
500,38.0
501,38.0
502,38.0
503,38.0
504,28.0
505,12.0
506,38.0
507,38.0
508,38.0
509,38.0
510,38.0
511,24.0
512,38.0
513,38.0
514,38.0
515,24.0
516,38.0
517,38.0
518,38.0
519,38.0
520,0.0
521,12.0
522,24.0
523,38.0
524,38.0
525,38.0
526,24.0
527,38.0
528,12.0
529,38.0
530,38.0
531,20.0
532,38.0
533,38.0
534,38.0
535,38.0
536,38.0
537,38.0
538,48.0
539,38.0
540,38.0
541,38.0
542,38.0
543,16.0
544,38.0
545,38.0
546,38.0
547,38.0
548,28.0
549,38.0
550,0.0
551,38.0
552,38.0
553,38.0
554,38.0
555,8.0
556,38.0
557,38.0
558,28.0
559,38.0
560,4.0
561,38.0
562,38.0
563,38.0
564,4.0
565,38.0
566,38.0
567,38.0
568,38.0
569,12.0
570,38.0
571,20.0
572,44.0
573,0.0
574,32.0
575,32.0
576,12.0
577,38.0
578,24.0
579,38.0
580,38.0
581,8.0
582,38.0
583,38.0
584,38.0
585,38.0
586,38.0
587,20.0
588,38.0
589,38.0
590,38.0
591,38.0
592,38.0
593,38.0
594,12.0
595,38.0
596,38.0
597,38.0
598,4.0
599,0.0
600,38.0
601,38.0
602,12.0
603,0.0
604,4.0
605,38.0
606,38.0
607,8.0
608,0.0
609,38.0
610,20.0
611,28.0
612,38.0
613,38.0
614,38.0
615,24.0
616,38.0
617,38.0
618,4.0
619,38.0
620,32.0
621,20.0
622,38.0
623,38.0
624,32.0
625,38.0
626,38.0
627,38.0
628,38.0
629,16.0
630,38.0
631,38.0
632,52.0
633,38.0
634,38.0
635,0.0
636,38.0
637,4.0
638,38.0
639,38.0
640,38.0
641,38.0
642,0.0
643,38.0
644,38.0
645,4.0
646,38.0
647,38.0
648,24.0
649,8.0
650,16.0
651,28.0
652,38.0
653,38.0
654,0.0
655,38.0
656,16.0
657,8.0
658,8.0
659,38.0
660,4.0
661,38.0
662,12.0
663,36.0
664,12.0
665,4.0
666,38.0
667,38.0
668,38.0
669,38.0
670,20.0
671,12.0
672,38.0
673,38.0
674,4.0
675,38.0
676,38.0
677,38.0
678,4.0
679,24.0
680,16.0
681,32.0
682,4.0
683,38.0
684,38.0
685,38.0
686,44.0
687,38.0
688,38.0
689,38.0
690,38.0
691,38.0
692,28.0
693,48.0
